movie_title,recommended_titles
Meet Joe Black,"Photographing Fairies, Youth Without Youth, Ugetsu, Fanny & Alexander, The Magus"
Ocean's Thirteen,"Ocean's Eleven, Ocean's Twelve, Ocean's Eleven, Storage, Cry in the Woods"
Ocean's Eleven,"Ocean's Eleven, Ocean's Thirteen, Ocean's Twelve, Go, 8 Women"
The Science of Sleep,"Juliet of the Spirits, The Canterville Ghost, The Bothersome Man, The Exterminating Angel, The Secret of the Grain"
Rio Bravo,"Rio Lobo, Rio Grande, El Dorado, Valdez Is Coming, Tall in the Saddle"
Swimming Pool,"Swimming Pool, The Swimming Pool, The Dead Pool, Snatch, Anamorph"
Notorious,"Notorious, Imagining Argentina, Shining Through, O, Titanic"
Beverly Hills Cop III,"Beverly Hills Cop, Beverly Hills Cop II, Bon Cop Bad Cop, Cop Out, Beverly Hills Ninja"
"Rome, Open City","The Assault, Europa Europa, Jesus, Open City, Die weisse Rose"
Broken Flowers,"Broken English, The Broken Hearts Club: A Romantic Comedy, Harrison's Flowers, Broken Blossoms, Broken Embraces"
The Celebration,"The D.I., The Chosen, The Keys of the Kingdom, The Boys in the Band, The Indian"
Bruce Almighty,"Evan Almighty, Oh, God!, The Book of Life, Switch, Münchhausen"
Once Upon a Time in America,"Straight Time, Two Men in Town, Angels in Fast Motion, Made in Britain, In Cold Blood"
Beyond Silence,"Transamerica, Daisy Diamond, Angel of Mine, The Wackness, Interrogation"
Snow Cake,"Snow Angels, The Cake Eaters, Cake, Snow Falling on Cedars, Not Easily Broken"
Catwoman,"Assault on Precinct 13, Punisher: War Zone, Sex and Fury, Kill Bill: Vol. 1, Crying Freeman"
"Faster, Pussycat! Kill! Kill!","Kill Bill: Vol. 1, Branded to Kill, Kill Bill: Vol. 2, Righteous Kill, The Killer Elite"
Grill Point,"Judy Berlin, Two Days, Driving Miss Daisy, Summer in Berlin, Berlin is in Germany"
Grbavica: The Land of My Dreams,"The Valley of the Bees, The Affair of the Necklace, The Baby of Mâcon, The Passion of Joan of Arc, Salt of the Earth"
The Million Dollar Hotel,"The Tesseract, The Day of the Locust, The Woman in the Window, The Wave, The House Across the Lake"
True Romance,"Mo' Money, The Little Giant, Femme Fatale, Deep Cover, Tequila Sunrise"
Insomnia,"Insomnia, Se7en, Farewell, My Lovely, Tony Rome, Room of Death"
Mambo Italiano,"I Think I Do, It's in the Water, Everybody Wants to Be Italian, Miami Rhapsody, Waking Up in Reno"
Mystic River,"Archangel, Hostage, The Naked City, Jindabyne, I as in Icarus"
Snakes on a Plane,"Gozu, From Dusk Till Dawn 2: Texas Blood Money, From Dusk Till Dawn, Flight of the Living Dead: Outbreak on a Plane, Man on Fire"
Brother,"Brother 2, Brother, Brother Orchid, Dead Man's Shoes, Nick of Time"
Jurassic Park,"Jurassic Park III, The Lost World: Jurassic Park, Star Trek IV: The Voyage Home, Fantastic Voyage, Circuitry Man II: Plughead Rewired"
The Lost World: Jurassic Park,"Jurassic Park, The Lost World, Babylon 5: The Lost Tales - Voices in the Dark, The Lost World, Jurassic Park III"
Jurassic Park III,"Jurassic Park, The Lost World: Jurassic Park, Star Trek III: The Search for Spock, The Matrix Reloaded, Predator"
Inspector Gadget,"Inspector Gadget 2, Underdog, Spy School, Paul Blart: Mall Cop, 3 Ninjas Kick Back"
Bollywood/Hollywood,"The American Mall, As It Is in Heaven, High Society, Easter Parade, Viva Las Vegas"
Magnolia,"Nights of Cabiria, Thirteen Conversations About One Thing, Man to Man, The World is Big and Salvation Lurks Around the Corner, Maborosi"
Once Upon a Time in the West,"Tall in the Saddle, Duel in the Sun, The Good, the Bad and the Ugly, The Last of the Mohicans, The Undefeated"
"Duck, You Sucker","The Undefeated, A Fistful of Dollars, Dig Your Grave Friend... Sabata's Coming, The Good, the Bad and the Ugly, Tall in the Saddle"
Monsieur Ibrahim,"Princesses, I Just Didn't Do It, The Murderers Are Among Us, Is Anybody There?, King of the Hill"
"Good bye, Lenin!","Good Dick, A Good Marriage, A Good Year, A Good Woman, The Good Girl"
Night on Earth,"Breakfast on Pluto, Day for Night, Remember the Night, Bhaji on the Beach, Boys on the Side"
Everything is Illuminated,"Life Is Beautiful, Our Brand Is Crisis, Everything Must Go, Wrong Is Right, Sex Is Zero"
Summer Storm,"Indian Summer, Blue Summer, Summer Hours, Summer in Berlin, Summer Things"
Harold and Maude,"Boys and Girls, Bread and Tulips, Catch and Release, Husbands and Wives, Kicking and Screaming"
"Bang, Boom, Bang","Kiss Kiss Bang Bang, Kiss Kiss (Bang Bang), In China They Eat Dogs, Stark Raving Mad, Small Time Crooks"
Eyes Wide Shut,"Beautiful Kate, My House in Umbria, Everything, Exotica, One Deadly Summer"
Seven Samurai,"Seven Swords, The Twilight Samurai, Samurai X : Reflection, Wild Seven, Samurai I: Musashi Miyamoto"
People on Sunday,"Love on Sunday, Ordinary People, On Broadway, Fierce People, Head On"
Alien,"Alien: Resurrection, Alien Raiders, AVH: Alien vs. Hunter, Alien Apocalypse, Alien Escape"
Cockles and Muscles,"O.C. and Stiggs, 29th and Gay, Hank and Mike, Dumb and Dumber, Filth and Wisdom"
The Devil Wears Prada,"The Front Page, The Women, The Girl on the Bridge, The Tiger and the Snow, The Proposal"
Head-On,"Head On, Notes on a Scandal, Fiddler on the Roof, Vanya on 42nd Street, Cat on a Hot Tin Roof"
Batman Returns,"Batman, Batman Forever, Batman & Robin, The Mummy Returns, The Beastmaster"
A Nightmare on Elm Street,"A Nightmare on Elm Street Part 2: Freddy's Revenge, A Nightmare on Elm Street 3: Dream Warriors, A Nightmare on Elm Street, Zombie Nightmare, Nightmare Castle"
Raising Arizona,"Fun with Dick and Jane, Happy, Texas, Safe Men, Undercover Blues, The Whole Nine Yards"
Miller's Crossing,"Crossing Over, The Crossing Guard, Dead or Alive 2: Birds, The Cassandra Crossing, Road to Perdition"
Rain Man,"Man to Man, Man's Job, Momma's Man, Harvard Man, After the Rain"
To Catch a Thief,"Dressed to Kill, Street Thief, Thief, Someone to Watch Over Me, Once a Thief"
Mala Noche,"Finding Forrester, Mother India, The Murderers Are Among Us, Shadows, Baadasssss!"
Das Boot,"Saints and Soldiers, Where Eagles Dare, Tora! Tora! Tora!, Air Force, The Breath"
Inside Man,"Dead Man's Shoes, Pushover, The Murder Man, An Innocent Man, Last Man Standing"
12 Angry Men,"12 Angry Men, The Men, Men of Honor, City of Men, A Few Good Men"
Lisbon Story,"The Escape, The Debutantes, Bullet Ballet, Ghost Story, The Butcher"
A Fistful of Dollars,"Return of the Seven, The Sons of Katie Elder, Run of the Arrow, For a Few Dollars More, Last of the Renegades"
Chocolat,"Mermaids, Castaway on the Moon, Mr. Deeds Goes to Town, Career Opportunities, Away We Go"
Kill Bill: Vol. 2,"Kill Bill: Vol. 1, Kill Me Again, Righteous Kill, Faster, Pussycat! Kill! Kill!, Dot.Kill"
AVP: Alien vs. Predator,"Predator, Gamera vs. Viras, Gamera vs. Guiron, King Kong vs. Godzilla, Alien Trespass"
Who's Afraid of Virginia Woolf?,"Anatomy of Hell, 71 Fragments of a Chronology of Chance, Jesus of Montreal, East of Eden, One of Us"
French Kiss,"French Twist, Billy's Hollywood Screen Kiss, Shanghai Kiss, Shall We Kiss?, Prelude to a Kiss"
Capote,"In Cold Blood, Stand by Me, Rush, A Prophet, Gomorrah"
Things to Do in Denver When You're Dead,"Dead End, To Kill a Mockingbird, In Cold Blood, I Want to Live!, Made in Britain"
Garden State,"Blue State, State of the Union, Clubland, Elizabethtown, 101 Reykjavik"
Basic Instinct,"Basic Instinct 2, Instinct, Escape in the Fog, Sabotage, Murder!"
Driving Miss Daisy,"Driving Lessons, Little Miss Sunshine, Good Morning Miss Dove, Grill Point, Judy Berlin"
The Straight Story,"The Nun's Story, The Story of O, The D.I., The Las Vegas Story, The Buddy Holly Story"
La Strada,"La León, La Chienne, La Luna, La Haine, La Belle Noiseuse"
La Haine,"La León, La Luna, La Strada, La Chienne, La Belle Noiseuse"
Short Sharp Shock,"Shock, People I Know, Runaway Jury, Summer City, Overheard"
Snow White and the Seven Dwarfs,"The King and the Mockingbird, Snow White and the Three Stooges, Snow-White and Rose-Red, The Swan Princess: The Mystery of the Enchanted Kingdom, The Return of the King"
The English Patient,"The Big Parade, The Land Girls, The Last Metro, Gone with the Wind, The Year of Living Dangerously"
Summer in Berlin,"Berlin is in Germany, Summer Storm, In Paris, Judy Berlin, Summer Hours"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: Prince Caspian, The Chronicles of Narnia: The Voyage of the Dawn Treader, The Boy and the Pirates, The Wizard of Oz, The Indian in the Cupboard"
Batman Forever,"Batman & Robin, Batman, Batman Returns, Batman Begins, Batman & Mr. Freeze: SubZero"
Batman & Robin,"Batman Forever, Batman, Batman Returns, Batman & Mr. Freeze: SubZero, Batman Begins"
The Life Aquatic with Steve Zissou,"The Gold Rush, The Darjeeling Limited, The Mysteries of Pittsburgh, The Good Life, The General"
8½,"Enter the Void, Un chien andalou, Big Bang Love, Juvenile A, Phantom, Brand Upon the Brain! A Remembrance in 12 Chapters"
The Pianist,"The Counterfeiters, The Victors, The Four Horsemen of the Apocalypse, The Boy in the Striped Pyjamas, The Hill"
Schindler's List,"John Rabe, The Tin Drum, Taxi for Tobruk, Hotel Rwanda, The Thin Red Line"
Ice Age,"Ice Age: The Meltdown, Ice Age: Dawn of the Dinosaurs, One Hundred and One Dalmatians, Kung Fu Panda, Open Season 2"
Vertigo,"Across the Hall, The Last Seduction, Deadline at Dawn, Jade, Nora Roberts' Angels Fall"
Mon oncle,"Three Men and a Cradle, PlayTime, The Odd Couple, Patton Oswalt: My Weakness Is Strong, Easy Money"
Summer '04,"Summer Lovers, A Summer Place, Summer Palace, Summer Things, Summer Catch"
"The Good, the Bad and the Ugly","The Last of the Mohicans, The Undefeated, The Searchers, The Gunfighter, The Comancheros"
"One, Two, Three","Three Men and a Little Lady, One, Two, Many, Ed, Snow Day, College Road Trip"
Cube,"Cube Zero, Cube²: Hypercube, The X Files, Twelve Monkeys, Cypher"
Mary Poppins,"Nanny McPhee, Zoom, Matilda, Addams Family Values, Christmas Do-Over"
Tough Enough,"Enough, Teza, 23, Crossed Tracks, In My Father's Den"
The Day After Tomorrow,"The Core, The Island, The Abyss, The Second Arrival, The Matrix Revolutions"
Maria Full of Grace,"Shadow of a Doubt, Lord of War, State of Grace, A History of Violence, Crime of Passion"
Cube²: Hypercube,"Cube Zero, Cube, The X Files, Cargo, Twelve Monkeys"
Cube Zero,"Cube, Cube²: Hypercube, Twelve Monkeys, The X Files, The Thirteenth Floor"
La Dolce Vita,"La Chinoise, La Grande Bouffe, La estrategia del caracol, Roma, Where the Buffalo Roam"
Aliens vs Predator: Requiem,"Aliens, Predator 2, Batman vs Dracula, Predator, AVP: Alien vs. Predator"
Human Nature,"Human Traffic, Love & Human Remains, Far Side of the Moon, Being There, Even Dwarfs Started Small"
Popular Music,"Music Within, The Banger Sisters, Yankee Zulu, The Boat That Rocked, Puberty Blues"
Caché,"Jigsaw, The Temp, The Suspect, A Place of One's Own, Irresistible"
Leaving Las Vegas,"Leaving Barstow, Viva Las Vegas, The Las Vegas Story, Oasis, The Center of the World"
The Idiots,"The Squid and the Whale, The Secret of the Grain, The Castle, The Mighty, The Decline of the American Empire"
A Beautiful Mind,"Crazy/Beautiful, Passion of Mind, The Bad and the Beautiful, Beautiful Girls, Beautiful Thing"
Romeo + Juliet,"Romeo and Juliet, Tromeo & Juliet, Before Sunrise, Silk, Rent"
Bend It Like Beckham,"Life or Something Like It, As You Like It, Whatever It Takes, It Should Happen to You, Let's Make It Legal"
Sissi,"Sissi: The Young Empress, Sissi: The Fateful Years of an Empress, Together, Mifune, Only You"
Sissi: The Young Empress,"Sissi, Sissi: The Fateful Years of an Empress, The Girl on the Bridge, The Tiger and the Snow, The Witches"
Sissi: The Fateful Years of an Empress,"Sissi: The Young Empress, The Remains of the Day, The Age of Innocence, The Center of the World, The Prince of Tides"
Go for Zucker,"The Go-Getter, Holiday for Henrietta, School for Scoundrels, Dinner for One, Munster, Go Home!"
Erin Brockovich,"American Violet, Twelve Mile Road, The Home Song Stories, The Red Squirrel, Bright Lights, Big City"
As It Is in Heaven,"A Night in Heaven, It Happened in Brooklyn, An American in Paris, As You Like It, On Earth as It Is in Heaven"
Junior Size 36,"The Secret, The Two Worlds of Jennie Logan, A Woman of Paris, Come Early Morning, Indochine"
Klute,"The Woman in Question, The Sign of Four: Sherlock Holmes' Greatest Case, The Missing Juror, Sherlock Holmes and the Masks of Death, They Won't Believe Me"
The Hole,"The Lost, The Last House on the Left, The Dark House, Bless the Child, The Girl Next Door"
My Own Private Idaho,"Twin Falls Idaho, My Blueberry Nights, My Dear Secretary, My Brilliant Career, In My Country"
Stranger Than Paradise,"Shadows in Paradise, Stranger Than Fiction, Club Paradise, Another You, Pushing Hands"
21 Grams,"21, Dead or Alive 2: Birds, Just Another Love Story, Reservation Road, The Chaser"
Bandyta,"The Murderers Are Among Us, Mother India, The Promised Land, Shadows, The State of Things"
Pi,"The Game, The Sixth Sense, Arc, Premonition, Blow Out"
Bonnie and Clyde,"Young and Innocent, Good Morning... and Goodbye!, Normal Life, The Funeral, Tsotsi"
Drugstore Cowboy,"American Gangster, Angels in Fast Motion, Requiem for a Dream, South Central, Tension"
Shaft,"Shaft, Shaft in Africa, Shaft's Big Score!, The Taking of Pelham One Two Three, Assassins"
Monsoon Wedding,"Muriel's Wedding, The Wedding Banquet, The Wedding Photographer, My Big Fat Greek Wedding, Sione's Wedding"
7 Virgins,"Toronto Stories, Bringing Out the Dead, Paris, Texas, The Dead, Man's Job"
Shaft,"Shaft, Shaft in Africa, Shaft's Big Score!, Transporter 3, Cellular"
Wild at Heart,"Two Hands, Go, Men at Work, Very Bad Things, Charlie Chan at the Circus"
The African Queen,"The Horseman on the Roof, The Four Feathers, The Flame and the Arrow, Across the Pacific, The Four Feathers"
Good Will Hunting,"Good, Good Time Max, The Good Earth, Good Morning, Night, A Few Good Men"
The Seventh Seal,"The Spirit of the Beehive, The Curse of the Cat People, Enter the Void, The Tree of Life, The Old Fairy Tale: When the Sun Was God"
Being John Malkovich,"Being There, The Exterminating Angel, Meat Love, That Munchhausen, Tears for Sale"
Shaft's Big Score!,"Shaft, Shaft in Africa, Shaft, Sherlock Holmes, The Big Easy"
Shaft in Africa,"Shaft, Shaft, Shaft's Big Score!, The Fugitive, Thunderheart"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"A Kind of America 2, A Midsummer of Love, Clash of Egos, A Bunch of Amateurs, Son of Rambow"
The Green Mile,"Perfume: The Story of a Murderer, The Chamber, The Spirit of the Beehive, The Criminal, The Man of the Year"
Cléo from 5 to 7,"The Girl from Paris, From the Hip, Postcards from the Edge, The Girl from Monaco, Welcome to the Dollhouse"
Reservoir Dogs,"Rabid Dogs, Desperate, Joy Ride 2: Dead Ahead, Double Confession, Hell Is a City"
Grizzly Man,"An Unreasonable Man, Big River Man, No Impact Man, The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers, My Best Fiend"
Fail-Safe,"Fail Safe, The Assassination of Richard Nixon, Safe, K-19: The Widowmaker, World Trade Center"
Poseidon,"The Poseidon Adventure, Beyond the Poseidon Adventure, The Poseidon Adventure, Breaking Point, Airport '77"
Monster,"Party Monster, Gacy, Brute Force, 10 Rillington Place, The Racket"
Johnny Handsome,"Johnny O'Clock, South Central, The Domino Principle, Animal Factory, The Outfit"
Marnie,"The Client, Mr. Brooks, The Big Sleep, Blink, Lantana"
Killing Zoe,"The Killing, Killing Emmett Young, The Killing of a Chinese Bookie, Last Man Standing, The Immortals"
Love Actually,"Love Jones, Love & Sex, Love Nest, Feast of Love, Show Me Love"
Notting Hill,"The Englishman Who Went Up a Hill But Came Down a Mountain, The Postman, Dedication, Avenue Montaigne, Jump In!"
One Flew Over the Cuckoo's Nest,"The Wild One, The Young One, The Power of One, The D.I., One Night with the King"
The Promised Land,"The D.I., The Door in the Floor, The Bible: In the Beginning..., The Magician, The Passion of the Christ"
Scoop,"By the Pricking of My Thumbs, The Tall Blond Man with One Black Shoe, The Pink Panther Strikes Again, The Pink Panther 2, Ace Ventura: Pet Detective"
